Person,Actual,Predicted,Count
Kees van der Staaij,Angry,Neutral,0
Kees van der Staaij,Disgust,Neutral,0
Kees van der Staaij,Fear,Neutral,0
Kees van der Staaij,Happy,Neutral,0
Kees van der Staaij,Neutral,Neutral,0
Kees van der Staaij,NeutralNeutral,Neutral,0
Kees van der Staaij,Sad,Neutral,0
Kees van der Staaij,Surprise,Neutral,0
Kees van der Staaij,Angry,NeutralNeutral,0
Kees van der Staaij,Disgust,NeutralNeutral,0
Kees van der Staaij,Fear,NeutralNeutral,0
Kees van der Staaij,Happy,NeutralNeutral,0
Kees van der Staaij,Neutral,NeutralNeutral,0
Kees van der Staaij,NeutralNeutral,NeutralNeutral,0
Kees van der Staaij,Sad,NeutralNeutral,0
Kees van der Staaij,Surprise,NeutralNeutral,0
Kees van der Staaij,Angry,Sad,0
Kees van der Staaij,Disgust,Sad,0
Kees van der Staaij,Fear,Sad,0
Kees van der Staaij,Happy,Sad,0
Kees van der Staaij,Neutral,Sad,0
Kees van der Staaij,NeutralNeutral,Sad,0
Kees van der Staaij,Sad,Sad,0
Kees van der Staaij,Surprise,Sad,0
Kees van der Staaij,Angry,Surprise,0
Kees van der Staaij,Disgust,Surprise,0
Kees van der Staaij,Fear,Surprise,0
Kees van der Staaij,Happy,Surprise,0
Kees van der Staaij,Neutral,Surprise,0
Kees van der Staaij,NeutralNeutral,Surprise,0
Kees van der Staaij,Sad,Surprise,0
Kees van der Staaij,Surprise,Surprise,0
Laurens Dassen,Angry,Angry,0
Laurens Dassen,Disgust,Angry,0
Laurens Dassen,Fear,Angry,0
Laurens Dassen,Happy,Angry,0
Laurens Dassen,Neutral,Angry,0
Laurens Dassen,NeutralNeutral,Angry,0
Laurens Dassen,Sad,Angry,0
Laurens Dassen,Surprise,Angry,0
Laurens Dassen,Angry,Disgust,0
Laurens Dassen,Disgust,Disgust,0
Laurens Dassen,Fear,Disgust,0
Laurens Dassen,Happy,Disgust,0
Laurens Dassen,Neutral,Disgust,0
Laurens Dassen,NeutralNeutral,Disgust,0
Laurens Dassen,Sad,Disgust,0
Laurens Dassen,Surprise,Disgust,0
Laurens Dassen,Angry,Fear,0
Laurens Dassen,Disgust,Fear,0
Laurens Dassen,Fear,Fear,0
Laurens Dassen,Happy,Fear,0
Laurens Dassen,Neutral,Fear,0
Laurens Dassen,NeutralNeutral,Fear,0
Laurens Dassen,Sad,Fear,0
Laurens Dassen,Surprise,Fear,0
Laurens Dassen,Angry,Happy,0
Laurens Dassen,Disgust,Happy,0
Laurens Dassen,Fear,Happy,0
Laurens Dassen,Happy,Happy,0
Laurens Dassen,Neutral,Happy,0
Laurens Dassen,NeutralNeutral,Happy,0
Laurens Dassen,Sad,Happy,0
Laurens Dassen,Surprise,Happy,0
Laurens Dassen,Angry,Neutral,0
Laurens Dassen,Disgust,Neutral,0
Laurens Dassen,Fear,Neutral,0
Laurens Dassen,Happy,Neutral,0
Laurens Dassen,Neutral,Neutral,0
Laurens Dassen,NeutralNeutral,Neutral,0
Laurens Dassen,Sad,Neutral,0
Laurens Dassen,Surprise,Neutral,0
Laurens Dassen,Angry,NeutralNeutral,0
Laurens Dassen,Disgust,NeutralNeutral,0
Laurens Dassen,Fear,NeutralNeutral,0
Laurens Dassen,Happy,NeutralNeutral,0
Laurens Dassen,Neutral,NeutralNeutral,0
Laurens Dassen,NeutralNeutral,NeutralNeutral,0
Laurens Dassen,Sad,NeutralNeutral,0
Laurens Dassen,Surprise,NeutralNeutral,0
Laurens Dassen,Angry,Sad,0
Laurens Dassen,Disgust,Sad,0
Laurens Dassen,Fear,Sad,0
Laurens Dassen,Happy,Sad,0
Laurens Dassen,Neutral,Sad,0
Laurens Dassen,NeutralNeutral,Sad,0
Laurens Dassen,Sad,Sad,0
Laurens Dassen,Surprise,Sad,0
Laurens Dassen,Angry,Surprise,0
Laurens Dassen,Disgust,Surprise,0
Laurens Dassen,Fear,Surprise,0
Laurens Dassen,Happy,Surprise,0
Laurens Dassen,Neutral,Surprise,0
Laurens Dassen,NeutralNeutral,Surprise,0
Laurens Dassen,Sad,Surprise,0
Laurens Dassen,Surprise,Surprise,0
Lilian Marijnissen,Angry,Angry,0
Lilian Marijnissen,Disgust,Angry,0
Lilian Marijnissen,Fear,Angry,0
Lilian Marijnissen,Happy,Angry,0
Lilian Marijnissen,Neutral,Angry,0
Lilian Marijnissen,NeutralNeutral,Angry,0
Lilian Marijnissen,Sad,Angry,0
Lilian Marijnissen,Surprise,Angry,0
Lilian Marijnissen,Angry,Disgust,0
Lilian Marijnissen,Disgust,Disgust,0
Lilian Marijnissen,Fear,Disgust,0
Lilian Marijnissen,Happy,Disgust,0
Lilian Marijnissen,Neutral,Disgust,0
Lilian Marijnissen,NeutralNeutral,Disgust,0
Lilian Marijnissen,Sad,Disgust,0
Lilian Marijnissen,Surprise,Disgust,0
Lilian Marijnissen,Angry,Fear,0
Lilian Marijnissen,Disgust,Fear,0
Lilian Marijnissen,Fear,Fear,0
Lilian Marijnissen,Happy,Fear,0
Lilian Marijnissen,Neutral,Fear,0
Lilian Marijnissen,NeutralNeutral,Fear,0
Lilian Marijnissen,Sad,Fear,0
Lilian Marijnissen,Surprise,Fear,0
Lilian Marijnissen,Angry,Happy,0
Lilian Marijnissen,Disgust,Happy,0
Lilian Marijnissen,Fear,Happy,0
Lilian Marijnissen,Happy,Happy,0
Lilian Marijnissen,Neutral,Happy,0
Lilian Marijnissen,NeutralNeutral,Happy,0
Lilian Marijnissen,Sad,Happy,0
Lilian Marijnissen,Surprise,Happy,0
Lilian Marijnissen,Angry,Neutral,0
Lilian Marijnissen,Disgust,Neutral,0
Lilian Marijnissen,Fear,Neutral,0
Lilian Marijnissen,Happy,Neutral,0
Lilian Marijnissen,Neutral,Neutral,0
Lilian Marijnissen,NeutralNeutral,Neutral,0
Lilian Marijnissen,Sad,Neutral,0
Lilian Marijnissen,Surprise,Neutral,0
Lilian Marijnissen,Angry,NeutralNeutral,0
Lilian Marijnissen,Disgust,NeutralNeutral,0
Lilian Marijnissen,Fear,NeutralNeutral,0
Lilian Marijnissen,Happy,NeutralNeutral,0
Lilian Marijnissen,Neutral,NeutralNeutral,0
Lilian Marijnissen,NeutralNeutral,NeutralNeutral,0
Lilian Marijnissen,Sad,NeutralNeutral,0
Lilian Marijnissen,Surprise,NeutralNeutral,0
Lilian Marijnissen,Angry,Sad,0
Lilian Marijnissen,Disgust,Sad,0
Lilian Marijnissen,Fear,Sad,0
Lilian Marijnissen,Happy,Sad,0
Lilian Marijnissen,Neutral,Sad,0
Lilian Marijnissen,NeutralNeutral,Sad,0
Lilian Marijnissen,Sad,Sad,0
Lilian Marijnissen,Surprise,Sad,0
Lilian Marijnissen,Angry,Surprise,0
Lilian Marijnissen,Disgust,Surprise,0
Lilian Marijnissen,Fear,Surprise,0
Lilian Marijnissen,Happy,Surprise,0
Lilian Marijnissen,Neutral,Surprise,0
Lilian Marijnissen,NeutralNeutral,Surprise,0
Lilian Marijnissen,Sad,Surprise,0
Lilian Marijnissen,Surprise,Surprise,0
Mirjam Bikker,Angry,Angry,0
Mirjam Bikker,Disgust,Angry,0
Mirjam Bikker,Fear,Angry,0
Mirjam Bikker,Happy,Angry,0
Mirjam Bikker,Neutral,Angry,0
Mirjam Bikker,NeutralNeutral,Angry,0
Mirjam Bikker,Sad,Angry,0
Mirjam Bikker,Surprise,Angry,0
Mirjam Bikker,Angry,Disgust,0
Mirjam Bikker,Disgust,Disgust,0
Mirjam Bikker,Fear,Disgust,0
Mirjam Bikker,Happy,Disgust,0
Mirjam Bikker,Neutral,Disgust,0
Mirjam Bikker,NeutralNeutral,Disgust,0
Mirjam Bikker,Sad,Disgust,0
Mirjam Bikker,Surprise,Disgust,0
Mirjam Bikker,Angry,Fear,0
Mirjam Bikker,Disgust,Fear,0
Mirjam Bikker,Fear,Fear,0
Mirjam Bikker,Happy,Fear,0
Mirjam Bikker,Neutral,Fear,0
Mirjam Bikker,NeutralNeutral,Fear,0
Mirjam Bikker,Sad,Fear,0
Mirjam Bikker,Surprise,Fear,0
Mirjam Bikker,Angry,Happy,0
Mirjam Bikker,Disgust,Happy,0
Mirjam Bikker,Fear,Happy,0
Mirjam Bikker,Happy,Happy,0
Mirjam Bikker,Neutral,Happy,0
Mirjam Bikker,NeutralNeutral,Happy,0
Mirjam Bikker,Sad,Happy,0
Mirjam Bikker,Surprise,Happy,0
Mirjam Bikker,Angry,Neutral,0
Mirjam Bikker,Disgust,Neutral,0
Mirjam Bikker,Fear,Neutral,0
Mirjam Bikker,Happy,Neutral,0
Mirjam Bikker,Neutral,Neutral,0
Mirjam Bikker,NeutralNeutral,Neutral,0
Mirjam Bikker,Sad,Neutral,0
Mirjam Bikker,Surprise,Neutral,0
Mirjam Bikker,Angry,NeutralNeutral,0
Mirjam Bikker,Disgust,NeutralNeutral,0
Mirjam Bikker,Fear,NeutralNeutral,0
Mirjam Bikker,Happy,NeutralNeutral,0
Mirjam Bikker,Neutral,NeutralNeutral,0
Mirjam Bikker,NeutralNeutral,NeutralNeutral,0
Mirjam Bikker,Sad,NeutralNeutral,0
Mirjam Bikker,Surprise,NeutralNeutral,0
Mirjam Bikker,Angry,Sad,0
Mirjam Bikker,Disgust,Sad,0
Mirjam Bikker,Fear,Sad,0
Mirjam Bikker,Happy,Sad,0
Mirjam Bikker,Neutral,Sad,0
Mirjam Bikker,NeutralNeutral,Sad,0
Mirjam Bikker,Sad,Sad,0
Mirjam Bikker,Surprise,Sad,0
Mirjam Bikker,Angry,Surprise,0
Mirjam Bikker,Disgust,Surprise,0
Mirjam Bikker,Fear,Surprise,0
Mirjam Bikker,Happy,Surprise,0
Mirjam Bikker,Neutral,Surprise,0
Mirjam Bikker,NeutralNeutral,Surprise,0
Mirjam Bikker,Sad,Surprise,0
Mirjam Bikker,Surprise,Surprise,0
Pieter Omtzigt,Angry,Angry,0
Pieter Omtzigt,Disgust,Angry,0
Pieter Omtzigt,Fear,Angry,0
Pieter Omtzigt,Happy,Angry,0
Pieter Omtzigt,Neutral,Angry,0
Pieter Omtzigt,NeutralNeutral,Angry,0
Pieter Omtzigt,Sad,Angry,0
Pieter Omtzigt,Surprise,Angry,0
Pieter Omtzigt,Angry,Disgust,0
Pieter Omtzigt,Disgust,Disgust,0
Pieter Omtzigt,Fear,Disgust,0
Pieter Omtzigt,Happy,Disgust,0
Pieter Omtzigt,Neutral,Disgust,0
Pieter Omtzigt,NeutralNeutral,Disgust,0
Pieter Omtzigt,Sad,Disgust,0
Pieter Omtzigt,Surprise,Disgust,0
Pieter Omtzigt,Angry,Fear,0
Pieter Omtzigt,Disgust,Fear,0
Pieter Omtzigt,Fear,Fear,0
Pieter Omtzigt,Happy,Fear,0
Pieter Omtzigt,Neutral,Fear,0
Pieter Omtzigt,NeutralNeutral,Fear,0
Pieter Omtzigt,Sad,Fear,0
Pieter Omtzigt,Surprise,Fear,0
Pieter Omtzigt,Angry,Happy,0
Pieter Omtzigt,Disgust,Happy,0
Pieter Omtzigt,Fear,Happy,0
Pieter Omtzigt,Happy,Happy,0
Pieter Omtzigt,Neutral,Happy,0
Pieter Omtzigt,NeutralNeutral,Happy,0
Pieter Omtzigt,Sad,Happy,0
Pieter Omtzigt,Surprise,Happy,0
Pieter Omtzigt,Angry,Neutral,0
Pieter Omtzigt,Disgust,Neutral,0
Pieter Omtzigt,Fear,Neutral,0
Pieter Omtzigt,Happy,Neutral,0
Pieter Omtzigt,Neutral,Neutral,0
Pieter Omtzigt,NeutralNeutral,Neutral,0
Pieter Omtzigt,Sad,Neutral,0
Pieter Omtzigt,Surprise,Neutral,0
Pieter Omtzigt,Angry,NeutralNeutral,0
Pieter Omtzigt,Disgust,NeutralNeutral,0
Pieter Omtzigt,Fear,NeutralNeutral,0
Pieter Omtzigt,Happy,NeutralNeutral,0
Pieter Omtzigt,Neutral,NeutralNeutral,0
Pieter Omtzigt,NeutralNeutral,NeutralNeutral,0
Pieter Omtzigt,Sad,NeutralNeutral,0
Pieter Omtzigt,Surprise,NeutralNeutral,0
Pieter Omtzigt,Angry,Sad,0
Pieter Omtzigt,Disgust,Sad,0
Pieter Omtzigt,Fear,Sad,0
Pieter Omtzigt,Happy,Sad,0
Pieter Omtzigt,Neutral,Sad,0
Pieter Omtzigt,NeutralNeutral,Sad,0
Pieter Omtzigt,Sad,Sad,0
Pieter Omtzigt,Surprise,Sad,0
Pieter Omtzigt,Angry,Surprise,0
Pieter Omtzigt,Disgust,Surprise,0
Pieter Omtzigt,Fear,Surprise,0
Pieter Omtzigt,Happy,Surprise,0
Pieter Omtzigt,Neutral,Surprise,0
Pieter Omtzigt,NeutralNeutral,Surprise,0
Pieter Omtzigt,Sad,Surprise,0
Pieter Omtzigt,Surprise,Surprise,0
Rob Jetten,Angry,Angry,0
Rob Jetten,Disgust,Angry,0
Rob Jetten,Fear,Angry,0
Rob Jetten,Happy,Angry,0
Rob Jetten,Neutral,Angry,0
Rob Jetten,NeutralNeutral,Angry,0
Rob Jetten,Sad,Angry,0
Rob Jetten,Surprise,Angry,0
Rob Jetten,Angry,Disgust,0
Rob Jetten,Disgust,Disgust,0
Rob Jetten,Fear,Disgust,0
Rob Jetten,Happy,Disgust,0
Rob Jetten,Neutral,Disgust,0
Rob Jetten,NeutralNeutral,Disgust,0
Rob Jetten,Sad,Disgust,0
Rob Jetten,Surprise,Disgust,0
Rob Jetten,Angry,Fear,0
Rob Jetten,Disgust,Fear,0
Rob Jetten,Fear,Fear,0
Rob Jetten,Happy,Fear,0
Rob Jetten,Neutral,Fear,0
Rob Jetten,NeutralNeutral,Fear,0
Rob Jetten,Sad,Fear,0
Rob Jetten,Surprise,Fear,0
Rob Jetten,Angry,Happy,0
Rob Jetten,Disgust,Happy,0
Rob Jetten,Fear,Happy,0
Rob Jetten,Happy,Happy,0
Rob Jetten,Neutral,Happy,0
Rob Jetten,NeutralNeutral,Happy,0
Rob Jetten,Sad,Happy,0
Rob Jetten,Surprise,Happy,0
Rob Jetten,Angry,Neutral,0
Rob Jetten,Disgust,Neutral,0
Rob Jetten,Fear,Neutral,0
Rob Jetten,Happy,Neutral,0
Rob Jetten,Neutral,Neutral,0
Rob Jetten,NeutralNeutral,Neutral,0
Rob Jetten,Sad,Neutral,0
Rob Jetten,Surprise,Neutral,0
Rob Jetten,Angry,NeutralNeutral,0
Rob Jetten,Disgust,NeutralNeutral,0
Rob Jetten,Fear,NeutralNeutral,0
Rob Jetten,Happy,NeutralNeutral,0
Rob Jetten,Neutral,NeutralNeutral,0
Rob Jetten,NeutralNeutral,NeutralNeutral,0
Rob Jetten,Sad,NeutralNeutral,0
Rob Jetten,Surprise,NeutralNeutral,0
Rob Jetten,Angry,Sad,0
Rob Jetten,Disgust,Sad,0
Rob Jetten,Fear,Sad,0
Rob Jetten,Happy,Sad,0
Rob Jetten,Neutral,Sad,0
Rob Jetten,NeutralNeutral,Sad,0
Rob Jetten,Sad,Sad,0
Rob Jetten,Surprise,Sad,0
Rob Jetten,Angry,Surprise,0
Rob Jetten,Disgust,Surprise,0
Rob Jetten,Fear,Surprise,0
Rob Jetten,Happy,Surprise,0
Rob Jetten,Neutral,Surprise,0
Rob Jetten,NeutralNeutral,Surprise,0
Rob Jetten,Sad,Surprise,0
Rob Jetten,Surprise,Surprise,0
Stephan van Baarle,Angry,Angry,0
Stephan van Baarle,Disgust,Angry,0
Stephan van Baarle,Fear,Angry,0
Stephan van Baarle,Happy,Angry,0
Stephan van Baarle,Neutral,Angry,0
Stephan van Baarle,NeutralNeutral,Angry,0
Stephan van Baarle,Sad,Angry,0
Stephan van Baarle,Surprise,Angry,0
Stephan van Baarle,Angry,Disgust,0
Stephan van Baarle,Disgust,Disgust,0
Stephan van Baarle,Fear,Disgust,0
Stephan van Baarle,Happy,Disgust,0
Stephan van Baarle,Neutral,Disgust,0
Stephan van Baarle,NeutralNeutral,Disgust,0
Stephan van Baarle,Sad,Disgust,0
Stephan van Baarle,Surprise,Disgust,0
Stephan van Baarle,Angry,Fear,0
Stephan van Baarle,Disgust,Fear,0
Stephan van Baarle,Fear,Fear,0
Stephan van Baarle,Happy,Fear,0
Stephan van Baarle,Neutral,Fear,0
Stephan van Baarle,NeutralNeutral,Fear,0
Stephan van Baarle,Sad,Fear,0
Stephan van Baarle,Surprise,Fear,0
Stephan van Baarle,Angry,Happy,0
Stephan van Baarle,Disgust,Happy,0
Stephan van Baarle,Fear,Happy,0
Stephan van Baarle,Happy,Happy,0
Stephan van Baarle,Neutral,Happy,0
Stephan van Baarle,NeutralNeutral,Happy,0
Stephan van Baarle,Sad,Happy,0
Stephan van Baarle,Surprise,Happy,0
Stephan van Baarle,Angry,Neutral,0
Stephan van Baarle,Disgust,Neutral,0
Stephan van Baarle,Fear,Neutral,0
Stephan van Baarle,Happy,Neutral,0
Stephan van Baarle,Neutral,Neutral,0
Stephan van Baarle,NeutralNeutral,Neutral,0
Stephan van Baarle,Sad,Neutral,0
Stephan van Baarle,Surprise,Neutral,0
Stephan van Baarle,Angry,NeutralNeutral,0
Stephan van Baarle,Disgust,NeutralNeutral,0
Stephan van Baarle,Fear,NeutralNeutral,0
Stephan van Baarle,Happy,NeutralNeutral,0
Stephan van Baarle,Neutral,NeutralNeutral,0
Stephan van Baarle,NeutralNeutral,NeutralNeutral,0
Stephan van Baarle,Sad,NeutralNeutral,0
Stephan van Baarle,Surprise,NeutralNeutral,0
Stephan van Baarle,Angry,Sad,0
Stephan van Baarle,Disgust,Sad,0
Stephan van Baarle,Fear,Sad,0
Stephan van Baarle,Happy,Sad,0
Stephan van Baarle,Neutral,Sad,0
Stephan van Baarle,NeutralNeutral,Sad,0
Stephan van Baarle,Sad,Sad,0
Stephan van Baarle,Surprise,Sad,0
Stephan van Baarle,Angry,Surprise,0
Stephan van Baarle,Disgust,Surprise,0
Stephan van Baarle,Fear,Surprise,0
Stephan van Baarle,Happy,Surprise,0
Stephan van Baarle,Neutral,Surprise,0
Stephan van Baarle,NeutralNeutral,Surprise,0
Stephan van Baarle,Sad,Surprise,0
Stephan van Baarle,Surprise,Surprise,0
Thierry Baudet,Angry,Angry,0
Thierry Baudet,Disgust,Angry,0
Thierry Baudet,Fear,Angry,0
Thierry Baudet,Happy,Angry,0
Thierry Baudet,Neutral,Angry,0
Thierry Baudet,NeutralNeutral,Angry,0
Thierry Baudet,Sad,Angry,0
Thierry Baudet,Surprise,Angry,0
Thierry Baudet,Angry,Disgust,0
Thierry Baudet,Disgust,Disgust,0
Thierry Baudet,Fear,Disgust,0
Thierry Baudet,Happy,Disgust,0
Thierry Baudet,Neutral,Disgust,0
Thierry Baudet,NeutralNeutral,Disgust,0
Thierry Baudet,Sad,Disgust,0
Thierry Baudet,Surprise,Disgust,0
Thierry Baudet,Angry,Fear,0
Thierry Baudet,Disgust,Fear,0
Thierry Baudet,Fear,Fear,0
Thierry Baudet,Happy,Fear,0
Thierry Baudet,Neutral,Fear,0
Thierry Baudet,NeutralNeutral,Fear,0
Thierry Baudet,Sad,Fear,0
Thierry Baudet,Surprise,Fear,0
Thierry Baudet,Angry,Happy,0
Thierry Baudet,Disgust,Happy,0
Thierry Baudet,Fear,Happy,0
Thierry Baudet,Happy,Happy,0
Thierry Baudet,Neutral,Happy,0
Thierry Baudet,NeutralNeutral,Happy,0
Thierry Baudet,Sad,Happy,0
Thierry Baudet,Surprise,Happy,0
Thierry Baudet,Angry,Neutral,0
Thierry Baudet,Disgust,Neutral,0
Thierry Baudet,Fear,Neutral,0
Thierry Baudet,Happy,Neutral,0
Thierry Baudet,Neutral,Neutral,0
Thierry Baudet,NeutralNeutral,Neutral,0
Thierry Baudet,Sad,Neutral,0
Thierry Baudet,Surprise,Neutral,0
Thierry Baudet,Angry,NeutralNeutral,0
Thierry Baudet,Disgust,NeutralNeutral,0
Thierry Baudet,Fear,NeutralNeutral,0
Thierry Baudet,Happy,NeutralNeutral,0
Thierry Baudet,Neutral,NeutralNeutral,0
Thierry Baudet,NeutralNeutral,NeutralNeutral,0
Thierry Baudet,Sad,NeutralNeutral,0
Thierry Baudet,Surprise,NeutralNeutral,0
Thierry Baudet,Angry,Sad,0
Thierry Baudet,Disgust,Sad,0
Thierry Baudet,Fear,Sad,0
Thierry Baudet,Happy,Sad,0
Thierry Baudet,Neutral,Sad,0
Thierry Baudet,NeutralNeutral,Sad,0
Thierry Baudet,Sad,Sad,0
Thierry Baudet,Surprise,Sad,0
Thierry Baudet,Angry,Surprise,0
Thierry Baudet,Disgust,Surprise,0
Thierry Baudet,Fear,Surprise,0
Thierry Baudet,Happy,Surprise,0
Thierry Baudet,Neutral,Surprise,0
Thierry Baudet,NeutralNeutral,Surprise,0
Thierry Baudet,Sad,Surprise,0
Thierry Baudet,Surprise,Surprise,0
Wybren van Haga,Angry,Angry,0
Wybren van Haga,Disgust,Angry,0
Wybren van Haga,Fear,Angry,0
Wybren van Haga,Happy,Angry,0
Wybren van Haga,Neutral,Angry,0
Wybren van Haga,NeutralNeutral,Angry,0
Wybren van Haga,Sad,Angry,0
Wybren van Haga,Surprise,Angry,0
Wybren van Haga,Angry,Disgust,0
Wybren van Haga,Disgust,Disgust,0
Wybren van Haga,Fear,Disgust,0
Wybren van Haga,Happy,Disgust,0
Wybren van Haga,Neutral,Disgust,0
Wybren van Haga,NeutralNeutral,Disgust,0
Wybren van Haga,Sad,Disgust,0
Wybren van Haga,Surprise,Disgust,0
Wybren van Haga,Angry,Fear,0
Wybren van Haga,Disgust,Fear,0
Wybren van Haga,Fear,Fear,0
Wybren van Haga,Happy,Fear,0
Wybren van Haga,Neutral,Fear,0
Wybren van Haga,NeutralNeutral,Fear,0
Wybren van Haga,Sad,Fear,0
Wybren van Haga,Surprise,Fear,0
Wybren van Haga,Angry,Happy,0
Wybren van Haga,Disgust,Happy,0
Wybren van Haga,Fear,Happy,0
Wybren van Haga,Happy,Happy,0
Wybren van Haga,Neutral,Happy,0
Wybren van Haga,NeutralNeutral,Happy,0
Wybren van Haga,Sad,Happy,0
Wybren van Haga,Surprise,Happy,0
Wybren van Haga,Angry,Neutral,0
Wybren van Haga,Disgust,Neutral,0
Wybren van Haga,Fear,Neutral,0
Wybren van Haga,Happy,Neutral,0
Wybren van Haga,Neutral,Neutral,0
Wybren van Haga,NeutralNeutral,Neutral,0
Wybren van Haga,Sad,Neutral,0
Wybren van Haga,Surprise,Neutral,0
Wybren van Haga,Angry,NeutralNeutral,0
Wybren van Haga,Disgust,NeutralNeutral,0
Wybren van Haga,Fear,NeutralNeutral,0
Wybren van Haga,Happy,NeutralNeutral,0
Wybren van Haga,Neutral,NeutralNeutral,0
Wybren van Haga,NeutralNeutral,NeutralNeutral,0
Wybren van Haga,Sad,NeutralNeutral,0
Wybren van Haga,Surprise,NeutralNeutral,0
Wybren van Haga,Angry,Sad,0
Wybren van Haga,Disgust,Sad,0
Wybren van Haga,Fear,Sad,0
Wybren van Haga,Happy,Sad,0
Wybren van Haga,Neutral,Sad,0
Wybren van Haga,NeutralNeutral,Sad,0
Wybren van Haga,Sad,Sad,0
Wybren van Haga,Surprise,Sad,0
Wybren van Haga,Angry,Surprise,0
Wybren van Haga,Disgust,Surprise,0
Wybren van Haga,Fear,Surprise,0
Wybren van Haga,Happy,Surprise,0
Wybren van Haga,Neutral,Surprise,0
Wybren van Haga,NeutralNeutral,Surprise,0
Wybren van Haga,Sad,Surprise,0
Wybren van Haga,Surprise,Surprise,0
